GO_ID	GO_Type	Study_Count	Study_Total	Population_Count	Population_Total	Fold_Enrichment	P_Value	Odds_Ratio	GO_Term	FDR_P_Value
GO:0016705	F	13	1080	62	8571	1.6640232974910394	0.042669531674462094	1.8504293938756384	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	0.38212143165297796
GO:0003682	F	9	1080	38	8571	1.8796052631578946	0.042731312476839145	2.162271805273834	chromatin binding	0.38212143165297796
GO:0030334	P	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	regulation of cell migration	0.38212143165297796
GO:0071786	P	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	endoplasmic reticulum tubular network organization	0.38212143165297796
GO:0099503	C	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	secretory vesicle	0.38212143165297796
GO:0008277	P	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	regulation of G protein-coupled receptor signaling pathway	0.38212143165297796
GO:1990837	F	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	sequence-specific double-stranded DNA binding	0.38212143165297796
GO:0005978	P	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	glycogen biosynthetic process	0.38212143165297796
GO:0030015	C	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	CCR4-NOT core complex	0.38212143165297796
GO:0004993	F	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	G protein-coupled serotonin receptor activity	0.38212143165297796
GO:0005049	F	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	nuclear export signal receptor activity	0.38212143165297796
GO:0006207	P	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	'de novo' pyrimidine nucleobase biosynthetic process	0.38212143165297796
GO:0071203	C	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	WASH complex	0.38212143165297796
GO:0007417	P	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	central nervous system development	0.38212143165297796
GO:2000036	P	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	regulation of stem cell population maintenance	0.38212143165297796
GO:0030896	C	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	checkpoint clamp complex	0.38212143165297796
GO:0006611	P	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	protein export from nucleus	0.38212143165297796
GO:0006882	P	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	intracellular zinc ion homeostasis	0.38212143165297796
GO:0034728	P	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	nucleosome organization	0.38212143165297796
GO:0030130	C	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	clathrin coat of trans-Golgi network vesicle	0.38212143165297796
GO:0017154	F	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	semaphorin receptor activity	0.38212143165297796
GO:0002116	C	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	semaphorin receptor complex	0.38212143165297796
GO:0007167	P	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	enzyme-linked receptor protein signaling pathway	0.38212143165297796
GO:0045727	P	2	1080	3	8571	5.29074074074074	0.04360257048027498	13.896103896103897	positive regulation of translation	0.38212143165297796
GO:0016477	P	7	1080	27	8571	2.0575102880658434	0.045365583680236556	2.4369524697110903	cell migration	0.38212143165297796
GO:0048188	C	3	1080	7	8571	3.401190476190476	0.04721265417811435	5.213788300835654	Set1C/COMPASS complex	0.38212143165297796
GO:0004768	F	3	1080	7	8571	3.401190476190476	0.04721265417811435	5.213788300835654	stearoyl-CoA 9-desaturase activity	0.38212143165297796
GO:0045214	P	3	1080	7	8571	3.401190476190476	0.04721265417811435	5.213788300835654	sarcomere organization	0.38212143165297796
